areacode	area_fips	msa_title	st_title	component_code	st_fips	cnty_fips	component_title
MT193800000000	19380	Dayton, OH	Ohio	CN3910900000000	39	109	Miami County
MT193800000000	19380	Dayton, OH	Ohio	CN3911300000000	39	113	Montgomery County
MT181400000000	18140	Columbus, OH	Ohio	CN3911700000000	39	117	Morrow County
MT181400000000	18140	Columbus, OH	Ohio	CN3912700000000	39	127	Perry County
MT181400000000	18140	Columbus, OH	Ohio	CN3912900000000	39	129	Pickaway County
MT104200000000	10420	Akron, OH	Ohio	CN3913300000000	39	133	Portage County
MT319000000000	31900	Mansfield, OH	Ohio	CN3913900000000	39	139	Richland County
MT159400000000	15940	Canton-Massillon, OH	Ohio	CN3915100000000	39	151	Stark County
MT104200000000	10420	Akron, OH	Ohio	CN3915300000000	39	153	Summit County
MT496600000000	49660	Youngstown-Warren-Boardman, OH-PA	Ohio	CN3915500000000	39	155	Trumbull County
MT181400000000	18140	Columbus, OH	Ohio	CN3915900000000	39	159	Union County
MT171400000000	17140	Cincinnati, OH-KY-IN	Ohio	CN3916500000000	39	165	Warren County
MT457800000000	45780	Toledo, OH	Ohio	CN3917300000000	39	173	Wood County
MT364200000000	36420	Oklahoma City, OK	Oklahoma	CN401700000000	40	17	Canadian County
MT364200000000	36420	Oklahoma City, OK	Oklahoma	CN402700000000	40	27	Cleveland County
MT300200000000	30020	Lawton, OK	Oklahoma	CN403100000000	40	31	Comanche County
MT300200000000	30020	Lawton, OK	Oklahoma	CN403300000000	40	33	Cotton County
MT461400000000	46140	Tulsa, OK	Oklahoma	CN403700000000	40	37	Creek County
MT364200000000	36420	Oklahoma City, OK	Oklahoma	CN405100000000	40	51	Grady County
MT229000000000	22900	Fort Smith, AR-OK	Oklahoma	CN407900000000	40	79	Le Flore County
MT364200000000	36420	Oklahoma City, OK	Oklahoma	CN408100000000	40	81	Lincoln County
MT364200000000	36420	Oklahoma City, OK	Oklahoma	CN408300000000	40	83	Logan County
MT364200000000	36420	Oklahoma City, OK	Oklahoma	CN408700000000	40	87	McClain County
MT364200000000	36420	Oklahoma City, OK	Oklahoma	CN4010900000000	40	109	Oklahoma County
MT461400000000	46140	Tulsa, OK	Oklahoma	CN4011100000000	40	111	Okmulgee County
MT461400000000	46140	Tulsa, OK	Oklahoma	CN4011300000000	40	113	Osage County
MT461400000000	46140	Tulsa, OK	Oklahoma	CN4011700000000	40	117	Pawnee County
MT461400000000	46140	Tulsa, OK	Oklahoma	CN4013100000000	40	131	Rogers County
MT229000000000	22900	Fort Smith, AR-OK	Oklahoma	CN4013500000000	40	135	Sequoyah County
MT461400000000	46140	Tulsa, OK	Oklahoma	CN4014300000000	40	143	Tulsa County
MT461400000000	46140	Tulsa, OK	Oklahoma	CN4014500000000	40	145	Wagoner County
MT187000000000	18700	Corvallis, OR	Oregon	CN41300000000	41	3	Benton County
MT389000000000	38900	Portland-Vancouver-Hillsboro, OR-WA	Oregon	CN41500000000	41	5	Clackamas County
MT389000000000	38900	Portland-Vancouver-Hillsboro, OR-WA	Oregon	CN41900000000	41	9	Columbia County
MT134600000000	13460	Bend-Redmond, OR	Oregon	CN411700000000	41	17	Deschutes County
MT327800000000	32780	Medford, OR	Oregon	CN412900000000	41	29	Jackson County
MT244200000000	24420	Grants Pass, OR	Oregon	CN413300000000	41	33	Josephine County
MT216600000000	21660	Eugene, OR	Oregon	CN413900000000	41	39	Lane County
MT105400000000	10540	Albany, OR	Oregon	CN414300000000	41	43	Linn County
MT414200000000	41420	Salem, OR	Oregon	CN414700000000	41	47	Marion County
MT389000000000	38900	Portland-Vancouver-Hillsboro, OR-WA	Oregon	CN415100000000	41	51	Multnomah County
MT414200000000	41420	Salem, OR	Oregon	CN415300000000	41	53	Polk County
MT389000000000	38900	Portland-Vancouver-Hillsboro, OR-WA	Oregon	CN416700000000	41	67	Washington County
MT389000000000	38900	Portland-Vancouver-Hillsboro, OR-WA	Oregon	CN417100000000	41	71	Yamhill County
MT239000000000	23900	Gettysburg, PA	Pennsylvania	CN42100000000	42	1	Adams County
MT383000000000	38300	Pittsburgh, PA	Pennsylvania	CN42300000000	42	3	Allegheny County
MT383000000000	38300	Pittsburgh, PA	Pennsylvania	CN42500000000	42	5	Armstrong County
MT383000000000	38300	Pittsburgh, PA	Pennsylvania	CN42700000000	42	7	Beaver County
MT397400000000	39740	Reading, PA	Pennsylvania	CN421100000000	42	11	Berks County
MT110200000000	11020	Altoona, PA	Pennsylvania	CN421300000000	42	13	Blair County
MT379800000000	37980	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD	Pennsylvania	CN421700000000	42	17	Bucks County
MT383000000000	38300	Pittsburgh, PA	Pennsylvania	CN421900000000	42	19	Butler County
MT277800000000	27780	Johnstown, PA	Pennsylvania	CN422100000000	42	21	Cambria County
MT109000000000	10900	Allentown-Bethlehem-Easton, PA-NJ	Pennsylvania	CN422500000000	42	25	Carbon County
MT443000000000	44300	State College, PA	Pennsylvania	CN422700000000	42	27	Centre County
MT379800000000	37980	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD	Pennsylvania	CN422900000000	42	29	Chester County
MT141000000000	14100	Bloomsburg-Berwick, PA	Pennsylvania	CN423700000000	42	37	Columbia County
MT254200000000	25420	Harrisburg-Carlisle, PA	Pennsylvania	CN424100000000	42	41	Cumberland County
MT254200000000	25420	Harrisburg-Carlisle, PA	Pennsylvania	CN424300000000	42	43	Dauphin County
MT379800000000	37980	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD	Pennsylvania	CN424500000000	42	45	Delaware County
MT215000000000	21500	Erie, PA	Pennsylvania	CN424900000000	42	49	Erie County
MT383000000000	38300	Pittsburgh, PA	Pennsylvania	CN425100000000	42	51	Fayette County
MT165400000000	16540	Chambersburg-Waynesboro, PA	Pennsylvania	CN425500000000	42	55	Franklin County
MT425400000000	42540	Scranton--Wilkes-Barre--Hazleton, PA	Pennsylvania	CN426900000000	42	69	Lackawanna County
MT295400000000	29540	Lancaster, PA	Pennsylvania	CN427100000000	42	71	Lancaster County
MT301400000000	30140	Lebanon, PA	Pennsylvania	CN427500000000	42	75	Lebanon County
MT109000000000	10900	Allentown-Bethlehem-Easton, PA-NJ	Pennsylvania	CN427700000000	42	77	Lehigh County
MT425400000000	42540	Scranton--Wilkes-Barre--Hazleton, PA	Pennsylvania	CN427900000000	42	79	Luzerne County
MT487000000000	48700	Williamsport, PA	Pennsylvania	CN428100000000	42	81	Lycoming County
MT496600000000	49660	Youngstown-Warren-Boardman, OH-PA	Pennsylvania	CN428500000000	42	85	Mercer County
MT207000000000	20700	East Stroudsburg, PA	Pennsylvania	CN428900000000	42	89	Monroe County
MT379800000000	37980	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD	Pennsylvania	CN429100000000	42	91	Montgomery County
MT141000000000	14100	Bloomsburg-Berwick, PA	Pennsylvania	CN429300000000	42	93	Montour County
MT109000000000	10900	Allentown-Bethlehem-Easton, PA-NJ	Pennsylvania	CN429500000000	42	95	Northampton County
MT254200000000	25420	Harrisburg-Carlisle, PA	Pennsylvania	CN429900000000	42	99	Perry County
MT379800000000	37980	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD	Pennsylvania	CN4210100000000	42	101	Philadelphia County
MT356200000000	35620	New York-Newark-Jersey City, NY-NJ-PA	Pennsylvania	CN4210300000000	42	103	Pike County
MT383000000000	38300	Pittsburgh, PA	Pennsylvania	CN4212500000000	42	125	Washington County
MT383000000000	38300	Pittsburgh, PA	Pennsylvania	CN4212900000000	42	129	Westmoreland County
MT425400000000	42540	Scranton--Wilkes-Barre--Hazleton, PA	Pennsylvania	CN4213100000000	42	131	Wyoming County
MT496200000000	49620	York-Hanover, PA	Pennsylvania	CN4213300000000	42	133	York County
MT393000000000	39300	Providence-Warwick, RI-MA	Rhode Island	CN44100000000	44	1	Bristol County
MT393000000000	39300	Providence-Warwick, RI-MA	Rhode Island	CN44300000000	44	3	Kent County
MT393000000000	39300	Providence-Warwick, RI-MA	Rhode Island	CN44500000000	44	5	Newport County
MT393000000000	39300	Providence-Warwick, RI-MA	Rhode Island	CN44700000000	44	7	Providence County
MT393000000000	39300	Providence-Warwick, RI-MA	Rhode Island	CN44900000000	44	9	Washington County
MT122600000000	12260	Augusta-Richmond County, GA-SC	South Carolina	CN45300000000	45	3	Aiken County
MT248600000000	24860	Greenville-Anderson-Mauldin, SC	South Carolina	CN45700000000	45	7	Anderson County
MT259400000000	25940	Hilton Head Island-Bluffton-Beaufort, SC	South Carolina	CN451300000000	45	13	Beaufort County
MT167000000000	16700	Charleston-North Charleston, SC	South Carolina	CN451500000000	45	15	Berkeley County
MT179000000000	17900	Columbia, SC	South Carolina	CN451700000000	45	17	Calhoun County
MT167000000000	16700	Charleston-North Charleston, SC	South Carolina	CN451900000000	45	19	Charleston County
MT167400000000	16740	Charlotte-Concord-Gastonia, NC-SC	South Carolina	CN452300000000	45	23	Chester County
MT225000000000	22500	Florence, SC	South Carolina	CN453100000000	45	31	Darlington County
MT167000000000	16700	Charleston-North Charleston, SC	South Carolina	CN453500000000	45	35	Dorchester County
MT122600000000	12260	Augusta-Richmond County, GA-SC	South Carolina	CN453700000000	45	37	Edgefield County
MT179000000000	17900	Columbia, SC	South Carolina	CN453900000000	45	39	Fairfield County
MT225000000000	22500	Florence, SC	South Carolina	CN454100000000	45	41	Florence County
MT248600000000	24860	Greenville-Anderson-Mauldin, SC	South Carolina	CN454500000000	45	45	Greenville County
MT348200000000	34820	Myrtle Beach-Conway-North Myrtle Beach, SC-NC	South Carolina	CN455100000000	45	51	Horry County
MT259400000000	25940	Hilton Head Island-Bluffton-Beaufort, SC	South Carolina	CN455300000000	45	53	Jasper County
MT179000000000	17900	Columbia, SC	South Carolina	CN455500000000	45	55	Kershaw County
MT167400000000	16740	Charlotte-Concord-Gastonia, NC-SC	South Carolina	CN455700000000	45	57	Lancaster County
MT248600000000	24860	Greenville-Anderson-Mauldin, SC	South Carolina	CN455900000000	45	59	Laurens County
MT179000000000	17900	Columbia, SC	South Carolina	CN456300000000	45	63	Lexington County
MT248600000000	24860	Greenville-Anderson-Mauldin, SC	South Carolina	CN457700000000	45	77	Pickens County
MT179000000000	17900	Columbia, SC	South Carolina	CN457900000000	45	79	Richland County
MT179000000000	17900	Columbia, SC	South Carolina	CN458100000000	45	81	Saluda County
MT439000000000	43900	Spartanburg, SC	South Carolina	CN458300000000	45	83	Spartanburg County
MT449400000000	44940	Sumter, SC	South Carolina	CN458500000000	45	85	Sumter County
MT439000000000	43900	Spartanburg, SC	South Carolina	CN458700000000	45	87	Union County
MT167400000000	16740	Charlotte-Concord-Gastonia, NC-SC	South Carolina	CN459100000000	45	91	York County
MT396600000000	39660	Rapid City, SD	South Dakota	CN463300000000	46	33	Custer County
MT436200000000	43620	Sioux Falls, SD	South Dakota	CN468300000000	46	83	Lincoln County
MT436200000000	43620	Sioux Falls, SD	South Dakota	CN468700000000	46	87	McCook County
MT396600000000	39660	Rapid City, SD	South Dakota	CN469300000000	46	93	Meade County
MT436200000000	43620	Sioux Falls, SD	South Dakota	CN469900000000	46	99	Minnehaha County
MT396600000000	39660	Rapid City, SD	South Dakota	CN4610300000000	46	103	Pennington County
MT436200000000	43620	Sioux Falls, SD	South Dakota	CN4612500000000	46	125	Turner County
MT435800000000	43580	Sioux City, IA-NE-SD	South Dakota	CN4612700000000	46	127	Union County
MT289400000000	28940	Knoxville, TN	Tennessee	CN47100000000	47	1	Anderson County
MT289400000000	28940	Knoxville, TN	Tennessee	CN47900000000	47	9	Blount County
MT174200000000	17420	Cleveland, TN	Tennessee	CN471100000000	47	11	Bradley County
MT289400000000	28940	Knoxville, TN	Tennessee	CN471300000000	47	13	Campbell County
MT349800000000	34980	Nashville-Davidson--Murfreesboro--Franklin, TN	Tennessee	CN471500000000	47	15	Cannon County
MT277400000000	27740	Johnson City, TN	Tennessee	CN471900000000	47	19	Carter County
MT349800000000	34980	Nashville-Davidson--Murfreesboro--Franklin, TN	Tennessee	CN472100000000	47	21	Cheatham County
MT271800000000	27180	Jackson, TN	Tennessee	CN472300000000	47	23	Chester County
MT271800000000	27180	Jackson, TN	Tennessee	CN473300000000	47	33	Crockett County
MT349800000000	34980	Nashville-Davidson--Murfreesboro--Franklin, TN	Tennessee	CN473700000000	47	37	Davidson County
MT349800000000	34980	Nashville-Davidson--Murfreesboro--Franklin, TN	Tennessee	CN474300000000	47	43	Dickson County
MT328200000000	32820	Memphis, TN-MS-AR	Tennessee	CN474700000000	47	47	Fayette County
MT289400000000	28940	Knoxville, TN	Tennessee	CN475700000000	47	57	Grainger County
MT341000000000	34100	Morristown, TN	Tennessee	CN476300000000	47	63	Hamblen County
MT168600000000	16860	Chattanooga, TN-GA	Tennessee	CN476500000000	47	65	Hamilton County
MT287000000000	28700	Kingsport-Bristol-Bristol, TN-VA	Tennessee	CN477300000000	47	73	Hawkins County
MT349800000000	34980	Nashville-Davidson--Murfreesboro--Franklin, TN	Tennessee	CN478100000000	47	81	Hickman County
MT341000000000	34100	Morristown, TN	Tennessee	CN478900000000	47	89	Jefferson County
MT289400000000	28940	Knoxville, TN	Tennessee	CN479300000000	47	93	Knox County
MT289400000000	28940	Knoxville, TN	Tennessee	CN4710500000000	47	105	Loudon County
MT349800000000	34980	Nashville-Davidson--Murfreesboro--Franklin, TN	Tennessee	CN4711100000000	47	111	Macon County
MT271800000000	27180	Jackson, TN	Tennessee	CN4711300000000	47	113	Madison County
MT168600000000	16860	Chattanooga, TN-GA	Tennessee	CN4711500000000	47	115	Marion County
MT349800000000	34980	Nashville-Davidson--Murfreesboro--Franklin, TN	Tennessee	CN4711900000000	47	119	Maury County
MT173000000000	17300	Clarksville, TN-KY	Tennessee	CN4712500000000	47	125	Montgomery County
MT289400000000	28940	Knoxville, TN	Tennessee	CN4712900000000	47	129	Morgan County
MT174200000000	17420	Cleveland, TN	Tennessee	CN4713900000000	47	139	Polk County
MT289400000000	28940	Knoxville, TN	Tennessee	CN4714500000000	47	145	Roane County
MT349800000000	34980	Nashville-Davidson--Murfreesboro--Franklin, TN	Tennessee	CN4714700000000	47	147	Robertson County
MT349800000000	34980	Nashville-Davidson--Murfreesboro--Franklin, TN	Tennessee	CN4714900000000	47	149	Rutherford County
MT168600000000	16860	Chattanooga, TN-GA	Tennessee	CN4715300000000	47	153	Sequatchie County
MT328200000000	32820	Memphis, TN-MS-AR	Tennessee	CN4715700000000	47	157	Shelby County
MT349800000000	34980	Nashville-Davidson--Murfreesboro--Franklin, TN	Tennessee	CN4715900000000	47	159	Smith County
MT287000000000	28700	Kingsport-Bristol-Bristol, TN-VA	Tennessee	CN4716300000000	47	163	Sullivan County
MT349800000000	34980	Nashville-Davidson--Murfreesboro--Franklin, TN	Tennessee	CN4716500000000	47	165	Sumner County
MT328200000000	32820	Memphis, TN-MS-AR	Tennessee	CN4716700000000	47	167	Tipton County
MT349800000000	34980	Nashville-Davidson--Murfreesboro--Franklin, TN	Tennessee	CN4716900000000	47	169	Trousdale County
MT277400000000	27740	Johnson City, TN	Tennessee	CN4717100000000	47	171	Unicoi County
MT289400000000	28940	Knoxville, TN	Tennessee	CN4717300000000	47	173	Union County
MT277400000000	27740	Johnson City, TN	Tennessee	CN4717900000000	47	179	Washington County
MT349800000000	34980	Nashville-Davidson--Murfreesboro--Franklin, TN	Tennessee	CN4718700000000	47	187	Williamson County
MT349800000000	34980	Nashville-Davidson--Murfreesboro--Franklin, TN	Tennessee	CN4718900000000	47	189	Wilson County
MT185800000000	18580	Corpus Christi, TX	Texas	CN48700000000	48	7	Aransas County
MT486600000000	48660	Wichita Falls, TX	Texas	CN48900000000	48	9	Archer County
MT111000000000	11100	Amarillo, TX	Texas	CN481100000000	48	11	Armstrong County
MT417000000000	41700	San Antonio-New Braunfels, TX	Texas	CN481300000000	48	13	Atascosa County
MT264200000000	26420	Houston-The Woodlands-Sugar Land, TX	Texas	CN481500000000	48	15	Austin County
MT417000000000	41700	San Antonio-New Braunfels, TX	Texas	CN481900000000	48	19	Bandera County
MT124200000000	12420	Austin-Round Rock, TX	Texas	CN482100000000	48	21	Bastrop County
MT286600000000	28660	Killeen-Temple, TX	Texas	CN482700000000	48	27	Bell County
MT417000000000	41700	San Antonio-New Braunfels, TX	Texas	CN482900000000	48	29	Bexar County
MT455000000000	45500	Texarkana, TX-AR	Texas	CN483700000000	48	37	Bowie County
MT264200000000	26420	Houston-The Woodlands-Sugar Land, TX	Texas	CN483900000000	48	39	Brazoria County
MT177800000000	17780	College Station-Bryan, TX	Texas	CN484100000000	48	41	Brazos County
MT177800000000	17780	College Station-Bryan, TX	Texas	CN485100000000	48	51	Burleson County
MT124200000000	12420	Austin-Round Rock, TX	Texas	CN485500000000	48	55	Caldwell County
MT101800000000	10180	Abilene, TX	Texas	CN485900000000	48	59	Callahan County
MT151800000000	15180	Brownsville-Harlingen, TX	Texas	CN486100000000	48	61	Cameron County
MT111000000000	11100	Amarillo, TX	Texas	CN486500000000	48	65	Carson County
MT264200000000	26420	Houston-The Woodlands-Sugar Land, TX	Texas	CN487100000000	48	71	Chambers County
MT486600000000	48660	Wichita Falls, TX	Texas	CN487700000000	48	77	Clay County
MT191000000000	19100	Dallas-Fort Worth-Arlington, TX	Texas	CN488500000000	48	85	Collin County
MT417000000000	41700	San Antonio-New Braunfels, TX	Texas	CN489100000000	48	91	Comal County
MT286600000000	28660	Killeen-Temple, TX	Texas	CN489900000000	48	99	Coryell County
MT311800000000	31180	Lubbock, TX	Texas	CN4810700000000	48	107	Crosby County
MT191000000000	19100	Dallas-Fort Worth-Arlington, TX	Texas	CN4811300000000	48	113	Dallas County
MT191000000000	19100	Dallas-Fort Worth-Arlington, TX	Texas	CN4812100000000	48	121	Denton County
MT362200000000	36220	Odessa, TX	Texas	CN4813500000000	48	135	Ector County
MT191000000000	19100	Dallas-Fort Worth-Arlington, TX	Texas	CN4813900000000	48	139	Ellis County
MT213400000000	21340	El Paso, TX	Texas	CN4814100000000	48	141	El Paso County
MT473800000000	47380	Waco, TX	Texas	CN4814500000000	48	145	Falls County
MT264200000000	26420	Houston-The Woodlands-Sugar Land, TX	Texas	CN4815700000000	48	157	Fort Bend County
MT264200000000	26420	Houston-The Woodlands-Sugar Land, TX	Texas	CN4816700000000	48	167	Galveston County
MT470200000000	47020	Victoria, TX	Texas	CN4817500000000	48	175	Goliad County
MT433000000000	43300	Sherman-Denison, TX	Texas	CN4818100000000	48	181	Grayson County
MT309800000000	30980	Longview, TX	Texas	CN4818300000000	48	183	Gregg County
MT417000000000	41700	San Antonio-New Braunfels, TX	Texas	CN4818700000000	48	187	Guadalupe County
MT131400000000	13140	Beaumont-Port Arthur, TX	Texas	CN4819900000000	48	199	Hardin County
MT264200000000	26420	Houston-The Woodlands-Sugar Land, TX	Texas	CN4820100000000	48	201	Harris County
MT124200000000	12420	Austin-Round Rock, TX	Texas	CN4820900000000	48	209	Hays County
MT325800000000	32580	McAllen-Edinburg-Mission, TX	Texas	CN4821500000000	48	215	Hidalgo County
MT191000000000	19100	Dallas-Fort Worth-Arlington, TX	Texas	CN4822100000000	48	221	Hood County
MT213400000000	21340	El Paso, TX	Texas	CN4822900000000	48	229	Hudspeth County
MT191000000000	19100	Dallas-Fort Worth-Arlington, TX	Texas	CN4823100000000	48	231	Hunt County
MT416600000000	41660	San Angelo, TX	Texas	CN4823500000000	48	235	Irion County
MT131400000000	13140	Beaumont-Port Arthur, TX	Texas	CN4824500000000	48	245	Jefferson County
MT191000000000	19100	Dallas-Fort Worth-Arlington, TX	Texas	CN4825100000000	48	251	Johnson County
MT101800000000	10180	Abilene, TX	Texas	CN4825300000000	48	253	Jones County
MT191000000000	19100	Dallas-Fort Worth-Arlington, TX	Texas	CN4825700000000	48	257	Kaufman County
MT417000000000	41700	San Antonio-New Braunfels, TX	Texas	CN4825900000000	48	259	Kendall County
MT286600000000	28660	Killeen-Temple, TX	Texas	CN4828100000000	48	281	Lampasas County
MT264200000000	26420	Houston-The Woodlands-Sugar Land, TX	Texas	CN4829100000000	48	291	Liberty County
MT311800000000	31180	Lubbock, TX	Texas	CN4830300000000	48	303	Lubbock County
MT311800000000	31180	Lubbock, TX	Texas	CN4830500000000	48	305	Lynn County
MT473800000000	47380	Waco, TX	Texas	CN4830900000000	48	309	McLennan County
MT332600000000	33260	Midland, TX	Texas	CN4831700000000	48	317	Martin County
MT417000000000	41700	San Antonio-New Braunfels, TX	Texas	CN4832500000000	48	325	Medina County
MT332600000000	33260	Midland, TX	Texas	CN4832900000000	48	329	Midland County
MT264200000000	26420	Houston-The Woodlands-Sugar Land, TX	Texas	CN4833900000000	48	339	Montgomery County
MT131400000000	13140	Beaumont-Port Arthur, TX	Texas	CN4835100000000	48	351	Newton County
MT185800000000	18580	Corpus Christi, TX	Texas	CN4835500000000	48	355	Nueces County
MT111000000000	11100	Amarillo, TX	Texas	CN4835900000000	48	359	Oldham County
MT131400000000	13140	Beaumont-Port Arthur, TX	Texas	CN4836100000000	48	361	Orange County
MT191000000000	19100	Dallas-Fort Worth-Arlington, TX	Texas	CN4836700000000	48	367	Parker County
MT111000000000	11100	Amarillo, TX	Texas	CN4837500000000	48	375	Potter County
MT111000000000	11100	Amarillo, TX	Texas	CN4838100000000	48	381	Randall County
MT177800000000	17780	College Station-Bryan, TX	Texas	CN4839500000000	48	395	Robertson County
MT191000000000	19100	Dallas-Fort Worth-Arlington, TX	Texas	CN4839700000000	48	397	Rockwall County
MT309800000000	30980	Longview, TX	Texas	CN4840100000000	48	401	Rusk County
MT185800000000	18580	Corpus Christi, TX	Texas	CN4840900000000	48	409	San Patricio County
MT463400000000	46340	Tyler, TX	Texas	CN4842300000000	48	423	Smith County
MT191000000000	19100	Dallas-Fort Worth-Arlington, TX	Texas	CN4842500000000	48	425	Somervell County
MT191000000000	19100	Dallas-Fort Worth-Arlington, TX	Texas	CN4843900000000	48	439	Tarrant County
MT101800000000	10180	Abilene, TX	Texas	CN4844100000000	48	441	Taylor County
MT416600000000	41660	San Angelo, TX	Texas	CN4845100000000	48	451	Tom Green County
MT124200000000	12420	Austin-Round Rock, TX	Texas	CN4845300000000	48	453	Travis County
MT309800000000	30980	Longview, TX	Texas	CN4845900000000	48	459	Upshur County
MT470200000000	47020	Victoria, TX	Texas	CN4846900000000	48	469	Victoria County
MT264200000000	26420	Houston-The Woodlands-Sugar Land, TX	Texas	CN4847300000000	48	473	Waller County
MT297000000000	29700	Laredo, TX	Texas	CN4847900000000	48	479	Webb County
MT486600000000	48660	Wichita Falls, TX	Texas	CN4848500000000	48	485	Wichita County
MT124200000000	12420	Austin-Round Rock, TX	Texas	CN4849100000000	48	491	Williamson County
MT417000000000	41700	San Antonio-New Braunfels, TX	Texas	CN4849300000000	48	493	Wilson County
MT191000000000	19100	Dallas-Fort Worth-Arlington, TX	Texas	CN4849700000000	48	497	Wise County
MT362600000000	36260	Ogden-Clearfield, UT	Utah	CN49300000000	49	3	Box Elder County
MT308600000000	30860	Logan, UT-ID	Utah	CN49500000000	49	5	Cache County
MT362600000000	36260	Ogden-Clearfield, UT	Utah	CN491100000000	49	11	Davis County
MT393400000000	39340	Provo-Orem, UT	Utah	CN492300000000	49	23	Juab County
MT362600000000	36260	Ogden-Clearfield, UT	Utah	CN492900000000	49	29	Morgan County
MT416200000000	41620	Salt Lake City, UT	Utah	CN493500000000	49	35	Salt Lake County
MT416200000000	41620	Salt Lake City, UT	Utah	CN494500000000	49	45	Tooele County
MT393400000000	39340	Provo-Orem, UT	Utah	CN494900000000	49	49	Utah County
MT411000000000	41100	St. George, UT	Utah	CN495300000000	49	53	Washington County
MT362600000000	36260	Ogden-Clearfield, UT	Utah	CN495700000000	49	57	Weber County
MT155400000000	15540	Burlington-South Burlington, VT	Vermont	CN50700000000	50	7	Chittenden County
MT155400000000	15540	Burlington-South Burlington, VT	Vermont	CN501100000000	50	11	Franklin County
MT155400000000	15540	Burlington-South Burlington, VT	Vermont	CN501300000000	50	13	Grand Isle County
MT168200000000	16820	Charlottesville, VA	Virginia	CN51300000000	51	3	Albemarle County
MT400600000000	40060	Richmond, VA	Virginia	CN51700000000	51	7	Amelia County
MT313400000000	31340	Lynchburg, VA	Virginia	CN51900000000	51	9	Amherst County
MT313400000000	31340	Lynchburg, VA	Virginia	CN511100000000	51	11	Appomattox County
MT479000000000	47900	Washington-Arlington-Alexandria, DC-VA-MD-WV	Virginia	CN511300000000	51	13	Arlington County
MT444200000000	44420	Staunton-Waynesboro, VA	Virginia	CN511500000000	51	15	Augusta County
MT313400000000	31340	Lynchburg, VA	Virginia	CN511900000000	51	19	Bedford County
MT402200000000	40220	Roanoke, VA	Virginia	CN512300000000	51	23	Botetourt County
MT168200000000	16820	Charlottesville, VA	Virginia	CN512900000000	51	29	Buckingham County
MT313400000000	31340	Lynchburg, VA	Virginia	CN513100000000	51	31	Campbell County
MT400600000000	40060	Richmond, VA	Virginia	CN513300000000	51	33	Caroline County
MT400600000000	40060	Richmond, VA	Virginia	CN513600000000	51	36	Charles City County
MT400600000000	40060	Richmond, VA	Virginia	CN514100000000	51	41	Chesterfield County
MT479000000000	47900	Washington-Arlington-Alexandria, DC-VA-MD-WV	Virginia	CN514300000000	51	43	Clarke County
MT402200000000	40220	Roanoke, VA	Virginia	CN514500000000	51	45	Craig County
MT479000000000	47900	Washington-Arlington-Alexandria, DC-VA-MD-WV	Virginia	CN514700000000	51	47	Culpeper County
MT400600000000	40060	Richmond, VA	Virginia	CN515300000000	51	53	Dinwiddie County
MT479000000000	47900	Washington-Arlington-Alexandria, DC-VA-MD-WV	Virginia	CN515900000000	51	59	Fairfax County
MT479000000000	47900	Washington-Arlington-Alexandria, DC-VA-MD-WV	Virginia	CN516100000000	51	61	Fauquier County
MT139800000000	13980	Blacksburg-Christiansburg-Radford, VA	Virginia	CN516300000000	51	63	Floyd County
MT168200000000	16820	Charlottesville, VA	Virginia	CN516500000000	51	65	Fluvanna County
MT402200000000	40220	Roanoke, VA	Virginia	CN516700000000	51	67	Franklin County
MT490200000000	49020	Winchester, VA-WV	Virginia	CN516900000000	51	69	Frederick County
MT139800000000	13980	Blacksburg-Christiansburg-Radford, VA	Virginia	CN517100000000	51	71	Giles County
MT472600000000	47260	Virginia Beach-Norfolk-Newport News, VA-NC	Virginia	CN517300000000	51	73	Gloucester County
MT400600000000	40060	Richmond, VA	Virginia	CN517500000000	51	75	Goochland County
MT168200000000	16820	Charlottesville, VA	Virginia	CN517900000000	51	79	Greene County
MT400600000000	40060	Richmond, VA	Virginia	CN518500000000	51	85	Hanover County
MT400600000000	40060	Richmond, VA	Virginia	CN518700000000	51	87	Henrico County
MT472600000000	47260	Virginia Beach-Norfolk-Newport News, VA-NC	Virginia	CN519300000000	51	93	Isle of Wight County
MT472600000000	47260	Virginia Beach-Norfolk-Newport News, VA-NC	Virginia	CN519500000000	51	95	James City County
MT400600000000	40060	Richmond, VA	Virginia	CN5110100000000	51	101	King William County
MT479000000000	47900	Washington-Arlington-Alexandria, DC-VA-MD-WV	Virginia	CN5110700000000	51	107	Loudoun County
MT472600000000	47260	Virginia Beach-Norfolk-Newport News, VA-NC	Virginia	CN5111500000000	51	115	Mathews County
MT139800000000	13980	Blacksburg-Christiansburg-Radford, VA	Virginia	CN5112100000000	51	121	Montgomery County
MT168200000000	16820	Charlottesville, VA	Virginia	CN5112500000000	51	125	Nelson County
MT400600000000	40060	Richmond, VA	Virginia	CN5112700000000	51	127	New Kent County
MT400600000000	40060	Richmond, VA	Virginia	CN5114500000000	51	145	Powhatan County
MT400600000000	40060	Richmond, VA	Virginia	CN5114900000000	51	149	Prince George County
MT479000000000	47900	Washington-Arlington-Alexandria, DC-VA-MD-WV	Virginia	CN5115300000000	51	153	Prince William County
